,complaint,total,home_count,admit_count,home_pp,admit_pp
9945,left side weak,1,0.0,1.0,0.0,1.0
9946,bil lower extremity pain,1,0.0,1.0,0.0,1.0
9952,refused rehab-post op,1,0.0,1.0,0.0,1.0
9953,swellling l leg,1,0.0,1.0,0.0,1.0
9954,""" i have telekinesis""",1,0.0,1.0,0.0,1.0
9955,open forearm fx,1,0.0,1.0,0.0,1.0
9957,weakness/ha,1,0.0,1.0,0.0,1.0
9958,septic joint,1,0.0,1.0,0.0,1.0
9963,dyspnea/fatigue,1,0.0,1.0,0.0,1.0
9967,confusion/trouble swallowing,1,0.0,1.0,0.0,1.0
9970,positive ddimer,1,0.0,1.0,0.0,1.0
9971,left sided body numbness,1,0.0,1.0,0.0,1.0
9985,hypotension.,1,0.0,1.0,0.0,1.0
9986,ischemic toe,1,0.0,1.0,0.0,1.0
9987,multiple trauma mvc +loc,1,0.0,1.0,0.0,1.0
9992,right upper quad pain,1,0.0,1.0,0.0,1.0
9995,pancreititus,1,0.0,1.0,0.0,1.0
9998,chole,1,0.0,1.0,0.0,1.0
10000,ha w/ head bleed,1,0.0,1.0,0.0,1.0
10007,re-eval rlq,1,0.0,1.0,0.0,1.0
10009,facial trauma left shoulder deformity s/p fall from bike,1,0.0,1.0,0.0,1.0
10012,abd pain/left flank pain,1,0.0,1.0,0.0,1.0
10014,37 preg/dyspnea,1,0.0,1.0,0.0,1.0
10016,"headache ,weakness",1,0.0,1.0,0.0,1.0
10018,perforated viscous,1,0.0,1.0,0.0,1.0
10019,r arm gsw,1,0.0,1.0,0.0,1.0
10022,s.i ,1,0.0,1.0,0.0,1.0
10024,r/o/ dvt,1,0.0,1.0,0.0,1.0
10025,r leg numbness/pain,1,0.0,1.0,0.0,1.0
10026,post op abd pain/ diarrhea,1,0.0,1.0,0.0,1.0
10030,l flank pain/abd pain,1,0.0,1.0,0.0,1.0
10033,pericardial effusion/pe,1,0.0,1.0,0.0,1.0
10035,feet oozing,1,0.0,1.0,0.0,1.0
10036,rigid abd- transfer,1,0.0,1.0,0.0,1.0
10041,r/o asp pna,1,0.0,1.0,0.0,1.0
10043,fever/+ blood culture,1,0.0,1.0,0.0,1.0
10048,gib/iph,1,0.0,1.0,0.0,1.0
10050,copd/cold s/s,1,0.0,1.0,0.0,1.0
10051,bilat lower leg edema,1,0.0,1.0,0.0,1.0
10052,"rash,wbc,transfer",1,0.0,1.0,0.0,1.0
10054,diplobia left eye,1,0.0,1.0,0.0,1.0
10055,right femur/right wrist fx,1,0.0,1.0,0.0,1.0
10057,confusion/abnl labs,1,0.0,1.0,0.0,1.0
10059,pancreatic pseudocyst,1,0.0,1.0,0.0,1.0
10062,self inflicted scratches,1,0.0,1.0,0.0,1.0
10063,"resp,distress",1,0.0,1.0,0.0,1.0
10064,wound eval/neck swelling,1,0.0,1.0,0.0,1.0
10067,n/v- lbp,1,0.0,1.0,0.0,1.0
10068,nausea/chills/fever,1,0.0,1.0,0.0,1.0
10071,cough on chemo,1,0.0,1.0,0.0,1.0
10076,hypoxic ,1,0.0,1.0,0.0,1.0
10081,fever s/p failed renal tx,1,0.0,1.0,0.0,1.0
10082,s/p mvc/ s/p unresp,1,0.0,1.0,0.0,1.0
10085,penetrating neck wound,1,0.0,1.0,0.0,1.0
10086,melena/epigastic pain,1,0.0,1.0,0.0,1.0
10088,eu critical/ped struck,1,0.0,1.0,0.0,1.0
10089,mvc w/intrusion,1,0.0,1.0,0.0,1.0
10094,tx- gallstones,1,0.0,1.0,0.0,1.0
10095,sob/ashen new afib,1,0.0,1.0,0.0,1.0
10097,left upper ext swelling/discoloration,1,0.0,1.0,0.0,1.0
10098,"? seizure,post ictal",1,0.0,1.0,0.0,1.0
10101,"new mets ,hydrocephalus",1,0.0,1.0,0.0,1.0
10103,multiple bowel movements,1,0.0,1.0,0.0,1.0
10104,forehead wound,1,0.0,1.0,0.0,1.0
10105,left knee redness/necrosis,1,0.0,1.0,0.0,1.0
10108,jaundice /elevated bili,1,0.0,1.0,0.0,1.0
10118,weak/slip and fall,1,0.0,1.0,0.0,1.0
10119,? abnormal labs/ ftt,1,0.0,1.0,0.0,1.0
10121,r/o sickle cell crisis,1,0.0,1.0,0.0,1.0
10125,syncope vs nap,1,0.0,1.0,0.0,1.0
10133,liver  pain,1,0.0,1.0,0.0,1.0
10135,"tired,new afib",1,0.0,1.0,0.0,1.0
10137,ascites/elevated creatinine,1,0.0,1.0,0.0,1.0
10141,"n,v,etoh",1,0.0,1.0,0.0,1.0
10143,r thumb pain/cellulitis,1,0.0,1.0,0.0,1.0
10145,increased abdominal girth/weight gain,1,0.0,1.0,0.0,1.0
10152,no eating,1,0.0,1.0,0.0,1.0
10154,l visual changes,1,0.0,1.0,0.0,1.0
10160,vomited cofee ground emesis,1,0.0,1.0,0.0,1.0
10168,preg fall,1,0.0,1.0,0.0,1.0
10169,elev ammonia,1,0.0,1.0,0.0,1.0
10170,diarrhea/fever,1,0.0,1.0,0.0,1.0
10172,vision changes/brain tumor,1,0.0,1.0,0.0,1.0
10173,pacer defib fire,1,0.0,1.0,0.0,1.0
10178,left forearm mass,1,0.0,1.0,0.0,1.0
10180,neck pain/abnormal mri,1,0.0,1.0,0.0,1.0
10186,gangreneous foot,1,0.0,1.0,0.0,1.0
10192,bleeding from shunt,1,0.0,1.0,0.0,1.0
10198,spinal ha,1,0.0,1.0,0.0,1.0
10203,right sided abdominal/back pain,1,0.0,1.0,0.0,1.0
10204,ha/neck pain with nausea,1,0.0,1.0,0.0,1.0
10205,n/v/d and sob,1,0.0,1.0,0.0,1.0
10208,abnormal labs today,1,0.0,1.0,0.0,1.0
10211,weakness/numbness in legs,1,0.0,1.0,0.0,1.0
10213,"""___"" intoxication",1,0.0,1.0,0.0,1.0
10214,s/p fall/ cspine fx,1,0.0,1.0,0.0,1.0
10217,h/a and chest congestion,1,0.0,1.0,0.0,1.0
10219,sa ingestion,1,0.0,1.0,0.0,1.0
10222,left ankle deformity/?open fx,1,0.0,1.0,0.0,1.0
10223,sob/abnl labs,1,0.0,1.0,0.0,1.0
10224,leg swelling and redness bilaterally,1,0.0,1.0,0.0,1.0
10230,lle swelling/pain /erythema,1,0.0,1.0,0.0,1.0
10231,sah/found down,1,0.0,1.0,0.0,1.0
10233,fell down 20 steps,1,0.0,1.0,0.0,1.0
10234,right sided facial swelling/erythema,1,0.0,1.0,0.0,1.0
10235,speech diffficulty,1,0.0,1.0,0.0,1.0
10240,rle swelling & redness,1,0.0,1.0,0.0,1.0
10241,lasix drip  ___ transfer,1,0.0,1.0,0.0,1.0
10243,needs iv access,1,0.0,1.0,0.0,1.0
10245,weakness/ headache,1,0.0,1.0,0.0,1.0
10246,unresponsive period,1,0.0,1.0,0.0,1.0
10247,l facial numbness/heaviness,1,0.0,1.0,0.0,1.0
10248,pill aspiration,1,0.0,1.0,0.0,1.0
10250,cp & ha,1,0.0,1.0,0.0,1.0
10251,hand/foot pain,1,0.0,1.0,0.0,1.0
10252,stab to ab,1,0.0,1.0,0.0,1.0
10253,fall/hip fx,1,0.0,1.0,0.0,1.0
10256,blurred vision/pain,1,0.0,1.0,0.0,1.0
10258,requesting admission,1,0.0,1.0,0.0,1.0
10259,abdominal distension/n/v,1,0.0,1.0,0.0,1.0
10260,"cough ,fever ,ili",1,0.0,1.0,0.0,1.0
10262,anemia/lightheadness,1,0.0,1.0,0.0,1.0
10264,sbo/abd pain,1,0.0,1.0,0.0,1.0
10268,fall at ___,1,0.0,1.0,0.0,1.0
10270,fistula  clotted,1,0.0,1.0,0.0,1.0
10271,mutiple fx,1,0.0,1.0,0.0,1.0
10273,ovarian abcess,1,0.0,1.0,0.0,1.0
10275,abd discomfort/sob,1,0.0,1.0,0.0,1.0
10276,rib/tib fib fx s/p mvc,1,0.0,1.0,0.0,1.0
10278,bleeding from rectum/hematemesis,1,0.0,1.0,0.0,1.0
10281,toungue heaviness,1,0.0,1.0,0.0,1.0
10285,sah pneumothorax,1,0.0,1.0,0.0,1.0
10289,+ afb,1,0.0,1.0,0.0,1.0
10291,fall 10 feet,1,0.0,1.0,0.0,1.0
10294,back pain s/p surg,1,0.0,1.0,0.0,1.0
10296,left lower extremity edema,1,0.0,1.0,0.0,1.0
10298,cold left foot,1,0.0,1.0,0.0,1.0
10299,l sided focal sz,1,0.0,1.0,0.0,1.0
10301,echymosis,1,0.0,1.0,0.0,1.0
10306,"confused,slow to respond",1,0.0,1.0,0.0,1.0
10307,ng-tube placement,1,0.0,1.0,0.0,1.0
10309,new ca dx,1,0.0,1.0,0.0,1.0
10314,body pain ? pneumonia,1,0.0,1.0,0.0,1.0
10316,changes in speech,1,0.0,1.0,0.0,1.0
10321,necrotic right foot,1,0.0,1.0,0.0,1.0
10324,bilateral vision changes,1,0.0,1.0,0.0,1.0
10332, pain,1,0.0,1.0,0.0,1.0
10335,h/a  s/p gun shot ,1,0.0,1.0,0.0,1.0
10339,increasing dementia,1,0.0,1.0,0.0,1.0
10340,substnace abuse,1,0.0,1.0,0.0,1.0
10343,infiltrated dialysis cath,1,0.0,1.0,0.0,1.0
10345,ah/seizures,1,0.0,1.0,0.0,1.0
10347,"ischemicx leg,hypotension",1,0.0,1.0,0.0,1.0
10348,lethargic/altered ms,1,0.0,1.0,0.0,1.0
10349,tingling right side of face,1,0.0,1.0,0.0,1.0
10350,tri-mal fx,1,0.0,1.0,0.0,1.0
10354,pulled out central line,1,0.0,1.0,0.0,1.0
10357,foosh,1,0.0,1.0,0.0,1.0
10363,sdh tx,1,0.0,1.0,0.0,1.0
10368,"""dehydrated""",1,0.0,1.0,0.0,1.0
10371,+n/+v/coffee ground emesis,1,0.0,1.0,0.0,1.0
10372,bleed transfer,1,0.0,1.0,0.0,1.0
10373,trach bleed,1,0.0,1.0,0.0,1.0
10374,ped struck/loc/head lac/cp,1,0.0,1.0,0.0,1.0
10377,rectal  abscess,1,0.0,1.0,0.0,1.0
10379,n/v/ruq pain s/p cbd stent,1,0.0,1.0,0.0,1.0
10381,abdominal/back pain,1,0.0,1.0,0.0,1.0
10384,dialysis catheter not working,1,0.0,1.0,0.0,1.0
10386,l shoulder abcess,1,0.0,1.0,0.0,1.0
10389,n/v/h/a,1,0.0,1.0,0.0,1.0
10390,increasing paranoia,1,0.0,1.0,0.0,1.0
10394,od/cardiac arrest,1,0.0,1.0,0.0,1.0
10398,headache/hyponatremic,1,0.0,1.0,0.0,1.0
10399,right sided numbness tingling,1,0.0,1.0,0.0,1.0
10400,g-tube/reflux,1,0.0,1.0,0.0,1.0
10404,swallowed razor blades,1,0.0,1.0,0.0,1.0
10405,r rib fxs,1,0.0,1.0,0.0,1.0
10406,perianal mass,1,0.0,1.0,0.0,1.0
10410,syncope transfer,1,0.0,1.0,0.0,1.0
10411,abd pain / sob,1,0.0,1.0,0.0,1.0
10412,l leg ulcer bleeding,1,0.0,1.0,0.0,1.0
10413,right face/neck pain s/p iodine,1,0.0,1.0,0.0,1.0
10415,h/a with vision loss,1,0.0,1.0,0.0,1.0
10418,"resp distress,anemia",1,0.0,1.0,0.0,1.0
10419,cp/sob/itching,1,0.0,1.0,0.0,1.0
10421,vomiting/blood in stool,1,0.0,1.0,0.0,1.0
10422,dysphasia,1,0.0,1.0,0.0,1.0
10423,restrained driver heavy front end damage,1,0.0,1.0,0.0,1.0
10426,pych eval,1,0.0,1.0,0.0,1.0
10428,"agressive behavior,combative",1,0.0,1.0,0.0,1.0
10432,fever and rlq pain,1,0.0,1.0,0.0,1.0
10435,confusion/worsening sdh,1,0.0,1.0,0.0,1.0
10436,chest drain eval,1,0.0,1.0,0.0,1.0
10437,possible labor,1,0.0,1.0,0.0,1.0
10438,intermittant fevers/chemo 1 week ago,1,0.0,1.0,0.0,1.0
10439,sob/+trop,1,0.0,1.0,0.0,1.0
10442,metabolic  acidosis,1,0.0,1.0,0.0,1.0
10444,s.b.o. on ct,1,0.0,1.0,0.0,1.0
10447,epistaxis nasal fx,1,0.0,1.0,0.0,1.0
10450,rectan bleeding,1,0.0,1.0,0.0,1.0
10452, for blood transfusion,1,0.0,1.0,0.0,1.0
10453,gen weakness/near syncope,1,0.0,1.0,0.0,1.0
10454,s/p fall/ confusion,1,0.0,1.0,0.0,1.0
10455,cardic arrest,1,0.0,1.0,0.0,1.0
10456,no urine output,1,0.0,1.0,0.0,1.0
10457,rle pain and right foot numbness,1,0.0,1.0,0.0,1.0
10459,r/o sickle cell,1,0.0,1.0,0.0,1.0
10462,cough with brown sputum,1,0.0,1.0,0.0,1.0
10464,vomiting/?dka,1,0.0,1.0,0.0,1.0
10467,bilat pain and leg edema,1,0.0,1.0,0.0,1.0
10468, r leg pain/sob,1,0.0,1.0,0.0,1.0
10473,depression with si,1,0.0,1.0,0.0,1.0
10481,fall 13ft,1,0.0,1.0,0.0,1.0
10482,urostomy tube eval,1,0.0,1.0,0.0,1.0
10488,?wound eval,1,0.0,1.0,0.0,1.0
10489,fib fx,1,0.0,1.0,0.0,1.0
10490,?dissection,1,0.0,1.0,0.0,1.0
10496,cutting self,1,0.0,1.0,0.0,1.0
10497,uti/bottock pain,1,0.0,1.0,0.0,1.0
10498,sob and fevers,1,0.0,1.0,0.0,1.0
10500,abd pain/melena,1,0.0,1.0,0.0,1.0
10506,back pain/call back,1,0.0,1.0,0.0,1.0
10507,right hip/ankle fx,1,0.0,1.0,0.0,1.0
10509,+ ett,1,0.0,1.0,0.0,1.0
10510,l groin hematoma,1,0.0,1.0,0.0,1.0
10513,+ d- dimer,1,0.0,1.0,0.0,1.0
10516,ha & stomach ache,1,0.0,1.0,0.0,1.0
10517,elevated icp,1,0.0,1.0,0.0,1.0
10518,nephrostomy tube evaluation,1,0.0,1.0,0.0,1.0
10519,lt.hip pain,1,0.0,1.0,0.0,1.0
10520,overdose/intubated,1,0.0,1.0,0.0,1.0
10523,blood loss,1,0.0,1.0,0.0,1.0
10526,chest pain sob,1,0.0,1.0,0.0,1.0
10527,swelling left inquinal area,1,0.0,1.0,0.0,1.0
10528,ngt blocked,1,0.0,1.0,0.0,1.0
10529,ha/dizzy/? dissection,1,0.0,1.0,0.0,1.0
10531,fall from 35ft no loc,1,0.0,1.0,0.0,1.0
10538,s/p fall +head bleed,1,0.0,1.0,0.0,1.0
10541,r  testicle swelling /abd pain,1,0.0,1.0,0.0,1.0
10545,s/p sz ^ammonia  level,1,0.0,1.0,0.0,1.0
10546,elev bili,1,0.0,1.0,0.0,1.0
10547,fever/wound eval,1,0.0,1.0,0.0,1.0
10549,tired and dizzy,1,0.0,1.0,0.0,1.0
10552,"tibial plateu fx,",1,0.0,1.0,0.0,1.0
10553,sob/heart racing,1,0.0,1.0,0.0,1.0
10555,chest tube not draining,1,0.0,1.0,0.0,1.0
10559,open r tib/fib fracture,1,0.0,1.0,0.0,1.0
10561,"n,v dehydration",1,0.0,1.0,0.0,1.0
10563,trip and fall-unwitnessed,1,0.0,1.0,0.0,1.0
10564,r groin cyst,1,0.0,1.0,0.0,1.0
10566,l leg pain/heaviness,1,0.0,1.0,0.0,1.0
10567,headache/sah,1,0.0,1.0,0.0,1.0
10568,psch eval,1,0.0,1.0,0.0,1.0
10569,generalized weakness and fever,1,0.0,1.0,0.0,1.0
10572,weak and sob/stress,1,0.0,1.0,0.0,1.0
10573,bycle struck,1,0.0,1.0,0.0,1.0
10582,headache/new mass,1,0.0,1.0,0.0,1.0
10583,burning of chest,1,0.0,1.0,0.0,1.0
10589,? methadone w/d,1,0.0,1.0,0.0,1.0
10591,osteo jaw,1,0.0,1.0,0.0,1.0
10594,dyspnea/med reaction,1,0.0,1.0,0.0,1.0
10601,trach evaluation,1,0.0,1.0,0.0,1.0
10602,choledocholithiasis,1,0.0,1.0,0.0,1.0
10603,left arm numbness/headache,1,0.0,1.0,0.0,1.0
10604,abd pain/cholecystitis tx,1,0.0,1.0,0.0,1.0
10605,dizziness/weakness/hematuria,1,0.0,1.0,0.0,1.0
10606,loss of vision resolved,1,0.0,1.0,0.0,1.0
10608,esoph fb,1,0.0,1.0,0.0,1.0
10609,ftt/si,1,0.0,1.0,0.0,1.0
10610,pna and low wbc,1,0.0,1.0,0.0,1.0
10611,trunk swelling,1,0.0,1.0,0.0,1.0
10612,/ infection,1,0.0,1.0,0.0,1.0
10614,weakness/left leg pain /urinary retention,1,0.0,1.0,0.0,1.0
10616,declining ms,1,0.0,1.0,0.0,1.0
10618,flank pain s/p fall,1,0.0,1.0,0.0,1.0
10620,back and eye pain,1,0.0,1.0,0.0,1.0
10621,gangrenous foot,1,0.0,1.0,0.0,1.0
10624,___ le edema,1,0.0,1.0,0.0,1.0
10625,hypotensive and hypoxic,1,0.0,1.0,0.0,1.0
10626,cardiac arrest s/p od,1,0.0,1.0,0.0,1.0
10628,ich/renal failure,1,0.0,1.0,0.0,1.0
10630,aneurysm dissection,1,0.0,1.0,0.0,1.0
10632,human bite to right thumb,1,0.0,1.0,0.0,1.0
10636,hiccups/ n/v abd pain,1,0.0,1.0,0.0,1.0
10640,low wbc ,1,0.0,1.0,0.0,1.0
10641,cutting abd thigh,1,0.0,1.0,0.0,1.0
10642,bloody diarrhea/abnormal labs,1,0.0,1.0,0.0,1.0
10643,l hand altered sensation,1,0.0,1.0,0.0,1.0
10644,cholycystits,1,0.0,1.0,0.0,1.0
10646,hct 24,1,0.0,1.0,0.0,1.0
10647,fever s/p aortic graft,1,0.0,1.0,0.0,1.0
10651,foley catheter pain,1,0.0,1.0,0.0,1.0
10652,swollen right hip,1,0.0,1.0,0.0,1.0
10655,open tib/fib,1,0.0,1.0,0.0,1.0
10658,derm consult,1,0.0,1.0,0.0,1.0
10659,ich ,1,0.0,1.0,0.0,1.0
10661,clot in aorta,1,0.0,1.0,0.0,1.0
10662,throat mass,1,0.0,1.0,0.0,1.0
10663,transfer/tremors,1,0.0,1.0,0.0,1.0
10665,weak /difficulty ambulating,1,0.0,1.0,0.0,1.0
10668,sycopal,1,0.0,1.0,0.0,1.0
10671,heel swelling,1,0.0,1.0,0.0,1.0
10672,nstemi/cp,1,0.0,1.0,0.0,1.0
10673,impacted stone,1,0.0,1.0,0.0,1.0
10674,numb right foot,1,0.0,1.0,0.0,1.0
10677,acute aortic syndrome,1,0.0,1.0,0.0,1.0
10678,tongue tingling,1,0.0,1.0,0.0,1.0
10680,bleeding lle,1,0.0,1.0,0.0,1.0
10682,asthma intubated,1,0.0,1.0,0.0,1.0
10683,cm eval,1,0.0,1.0,0.0,1.0
10684,leg swelling and reddness,1,0.0,1.0,0.0,1.0
10685,radial head fx,1,0.0,1.0,0.0,1.0
10687,ostomy discomfort,1,0.0,1.0,0.0,1.0
10691,si/ od,1,0.0,1.0,0.0,1.0
10694,cp/sob on exertion,1,0.0,1.0,0.0,1.0
10698,s/p rapid a-fib,1,0.0,1.0,0.0,1.0
10699,3rd degree hb,1,0.0,1.0,0.0,1.0
10700,nstemi/sob,1,0.0,1.0,0.0,1.0
10703,htn/  lethergy,1,0.0,1.0,0.0,1.0
10705,confusion/speech changes,1,0.0,1.0,0.0,1.0
10709,hemophilia,1,0.0,1.0,0.0,1.0
10711,sob /body edema,1,0.0,1.0,0.0,1.0
10714,possible ileostomy obstruction,1,0.0,1.0,0.0,1.0
10716,r hip abscess,1,0.0,1.0,0.0,1.0
10717,pe/dissection,1,0.0,1.0,0.0,1.0
10720,diaphioretic,1,0.0,1.0,0.0,1.0
10722,abd pain nausea,1,0.0,1.0,0.0,1.0
10730,hernia/abd pain,1,0.0,1.0,0.0,1.0
10733,fall-transfer,1,0.0,1.0,0.0,1.0
10734,naus/ha/chest discomfort,1,0.0,1.0,0.0,1.0
10736,l leg swelling hypotension,1,0.0,1.0,0.0,1.0
10738,ha/fatigue/sob,1,0.0,1.0,0.0,1.0
10739,eu critical/dka,1,0.0,1.0,0.0,1.0
10740,cough/sob/dizzy,1,0.0,1.0,0.0,1.0
10741,suprapubic tube out,1,0.0,1.0,0.0,1.0
10744,ng tube dislodged,1,0.0,1.0,0.0,1.0
10748,r neck swelling transfer,1,0.0,1.0,0.0,1.0
10753,head bleed transfer,1,0.0,1.0,0.0,1.0
10758,spleen injury,1,0.0,1.0,0.0,1.0
10759,rectal  bleeding,1,0.0,1.0,0.0,1.0
10760,black toes,1,0.0,1.0,0.0,1.0
10761,foreign body in abdomen,1,0.0,1.0,0.0,1.0
10762,right hemiparesis,1,0.0,1.0,0.0,1.0
10763,juandice/liver mass,1,0.0,1.0,0.0,1.0
10764,peg tube bleeding,1,0.0,1.0,0.0,1.0
10768,right tibial fx,1,0.0,1.0,0.0,1.0
10773,unable to move left side,1,0.0,1.0,0.0,1.0
10775,rash fevers,1,0.0,1.0,0.0,1.0
10779,bilary drain fell out,1,0.0,1.0,0.0,1.0
10782,difuse abdominal pain,1,0.0,1.0,0.0,1.0
10783,s/p mvc/ confused,1,0.0,1.0,0.0,1.0
10784,chol,1,0.0,1.0,0.0,1.0
10792,fatigue/increased thirst,1,0.0,1.0,0.0,1.0
10794,n/v and pelvic pain,1,0.0,1.0,0.0,1.0
10797,l tibial artery occlussion,1,0.0,1.0,0.0,1.0
10798,gall stone,1,0.0,1.0,0.0,1.0
10799,confusion/ brain tumor,1,0.0,1.0,0.0,1.0
10800,elavated creat,1,0.0,1.0,0.0,1.0
10801,abd pain constipation,1,0.0,1.0,0.0,1.0
10803,l femur pain,1,0.0,1.0,0.0,1.0
10813,back pain/dizzy,1,0.0,1.0,0.0,1.0
10815,hypercapnia,1,0.0,1.0,0.0,1.0
10816,increase pain,1,0.0,1.0,0.0,1.0
10818,si/od ambien,1,0.0,1.0,0.0,1.0
10824,unable to ambulate/ sob,1,0.0,1.0,0.0,1.0
10826,cva vs sz,1,0.0,1.0,0.0,1.0
10827,requests detox/difficulty ambulating,1,0.0,1.0,0.0,1.0
10828,ankle/wrist swelling,1,0.0,1.0,0.0,1.0
10830,stab to the chest,1,0.0,1.0,0.0,1.0
10835,diarrhea/chills,1,0.0,1.0,0.0,1.0
10836,r flank pain/chills,1,0.0,1.0,0.0,1.0
10839,biliary obstruction-transfer,1,0.0,1.0,0.0,1.0
10841,struck by house,1,0.0,1.0,0.0,1.0
10844,post op complications ,1,0.0,1.0,0.0,1.0
10846,sdh -intubated,1,0.0,1.0,0.0,1.0
10847,"brain,lung mass",1,0.0,1.0,0.0,1.0
10850,ble weakness and c. diff flare,1,0.0,1.0,0.0,1.0
10852,intussusception,1,0.0,1.0,0.0,1.0
10853,shortness ofbreath,1,0.0,1.0,0.0,1.0
10857,breast hematoma,1,0.0,1.0,0.0,1.0
10859,shortness of breath/cp,1,0.0,1.0,0.0,1.0
10861,vomiting cp,1,0.0,1.0,0.0,1.0
10862,left shoulder fx/dislocation,1,0.0,1.0,0.0,1.0
10865,seizure-,1,0.0,1.0,0.0,1.0
10866,right foot swelling/pain,1,0.0,1.0,0.0,1.0
10867,cellulitis.,1,0.0,1.0,0.0,1.0
10869,sd bleed,1,0.0,1.0,0.0,1.0
10870,volvulous,1,0.0,1.0,0.0,1.0
10871,hypoglycemia/chronic pain,1,0.0,1.0,0.0,1.0
10874,?seizure/?syncope,1,0.0,1.0,0.0,1.0
10875,infected surgical site,1,0.0,1.0,0.0,1.0
10878,fall head trauma,1,0.0,1.0,0.0,1.0
10879,groin and back pain,1,0.0,1.0,0.0,1.0
10880,vt arrest,1,0.0,1.0,0.0,1.0
10884,t4-t6  cord  compression,1,0.0,1.0,0.0,1.0
10893,doe/lle pain,1,0.0,1.0,0.0,1.0
10897,splenic lac/ l2 fx,1,0.0,1.0,0.0,1.0
10898,c.p ,1,0.0,1.0,0.0,1.0
10901,abd pain s/p endoscopy ,1,0.0,1.0,0.0,1.0
10904,"ruq pain,cp",1,0.0,1.0,0.0,1.0
10905,low extremity pain,1,0.0,1.0,0.0,1.0
10906,femer fx,1,0.0,1.0,0.0,1.0
10908,s/p ab,1,0.0,1.0,0.0,1.0
10912,h/a r leg weakness,1,0.0,1.0,0.0,1.0
10913,rt. hand pain,1,0.0,1.0,0.0,1.0
10914,drain leakage,1,0.0,1.0,0.0,1.0
10915,s/p fall chest pain,1,0.0,1.0,0.0,1.0
10917,eu crititical/stabbing\,1,0.0,1.0,0.0,1.0
10921,feels stiff,1,0.0,1.0,0.0,1.0
10922,right eyelid droop,1,0.0,1.0,0.0,1.0
10930,left sided defecits,1,0.0,1.0,0.0,1.0
10934,b foot ulcer,1,0.0,1.0,0.0,1.0
10938,"sah's,sdh's ",1,0.0,1.0,0.0,1.0
10939,l facial swelling ,1,0.0,1.0,0.0,1.0
10944,"weakness ,vomiting",1,0.0,1.0,0.0,1.0
10945,intracerebral mass,1,0.0,1.0,0.0,1.0
10954,didn't like rehab,1,0.0,1.0,0.0,1.0
10955,recurring ascites,1,0.0,1.0,0.0,1.0
10957,dark stools/sob,1,0.0,1.0,0.0,1.0
10966,abd distention/diaphoretic,1,0.0,1.0,0.0,1.0
10967,"cp,lap",1,0.0,1.0,0.0,1.0
10968,renal issue,1,0.0,1.0,0.0,1.0
10972,"psyche eval ,destructive behavior",1,0.0,1.0,0.0,1.0
10974,nausea/annorexia,1,0.0,1.0,0.0,1.0
10977,abdominal pain/ elevated lft's,1,0.0,1.0,0.0,1.0
10980,bilat tib/fib fx,1,0.0,1.0,0.0,1.0
10982,elevated wbc and bun,1,0.0,1.0,0.0,1.0
10983,dofficulty speaking,1,0.0,1.0,0.0,1.0
10988,breast pain arm pain,1,0.0,1.0,0.0,1.0
10989,right sided ha xfer,1,0.0,1.0,0.0,1.0
10990,rt. arm pain,1,0.0,1.0,0.0,1.0
10991,"change ms,uti",1,0.0,1.0,0.0,1.0
10992,weakness/low h/h/sob,1,0.0,1.0,0.0,1.0
10998,brbpcolostomy,1,0.0,1.0,0.0,1.0
10999,cp r/o pe,1,0.0,1.0,0.0,1.0
11002,7 ft fall,1,0.0,1.0,0.0,1.0
11003,fbe,1,0.0,1.0,0.0,1.0
11004,weakness/unable to ambulate,1,0.0,1.0,0.0,1.0
11006,pe & dvt,1,0.0,1.0,0.0,1.0
11007,abd spasms,1,0.0,1.0,0.0,1.0
11008,gastric bypass,1,0.0,1.0,0.0,1.0
11014,trach clogged,1,0.0,1.0,0.0,1.0
11016,l ulnar fx,1,0.0,1.0,0.0,1.0
11017,impending delivery,1,0.0,1.0,0.0,1.0
11020,abd trauma-kicked by horse-liver lac,1,0.0,1.0,0.0,1.0
11022,rectal bleeding/trauma,1,0.0,1.0,0.0,1.0
11024,memory difficulty,1,0.0,1.0,0.0,1.0
11027,cough/sob/fevers,1,0.0,1.0,0.0,1.0
11028,cold extremity,1,0.0,1.0,0.0,1.0
11031,lower left  abdominal pain,1,0.0,1.0,0.0,1.0
11038,mv tx intubated,1,0.0,1.0,0.0,1.0
11039,swollen legs/chemo,1,0.0,1.0,0.0,1.0
11040,weakness le,1,0.0,1.0,0.0,1.0
11043,abcess r hip,1,0.0,1.0,0.0,1.0
11045,dizzy resolved,1,0.0,1.0,0.0,1.0
11050,calcanoeus fx,1,0.0,1.0,0.0,1.0
11052,paraspinal abscess,1,0.0,1.0,0.0,1.0
11056,sob/low sats,1,0.0,1.0,0.0,1.0
11062,bilat transverse myelitis,1,0.0,1.0,0.0,1.0
11063,left 2nd pain/swelling,1,0.0,1.0,0.0,1.0
11065,l face pain,1,0.0,1.0,0.0,1.0
11067,fall/headbleed,1,0.0,1.0,0.0,1.0
11070,dark tarry stool,1,0.0,1.0,0.0,1.0
11072,neck pain/ataxia,1,0.0,1.0,0.0,1.0
11073,r/o pyleo,1,0.0,1.0,0.0,1.0
11079,+ appendicitis,1,0.0,1.0,0.0,1.0
11080,perforation,1,0.0,1.0,0.0,1.0
11081,r leg pain/deformity,1,0.0,1.0,0.0,1.0
