,complaint,total,home_count,admit_count,home_pp,admit_pp
7501,red bumps on cheek,1,1.0,0.0,1.0,0.0
7503,red/swollen r great toe,1,1.0,0.0,1.0,0.0
7504,feeling paranoid and anxious,1,1.0,0.0,1.0,0.0
7505,pain l shoulder,1,1.0,0.0,1.0,0.0
7509,vision loss to rt eye,1,1.0,0.0,1.0,0.0
7513,s/p fall  head lac,1,1.0,0.0,1.0,0.0
7514,groin swelling and pain,1,1.0,0.0,1.0,0.0
7515,cp with bm,1,1.0,0.0,1.0,0.0
7516,abnormal lab test,1,1.0,0.0,1.0,0.0
7517,l ear bleeding/hearing loss,1,1.0,0.0,1.0,0.0
7520,pulled g-tube out,1,1.0,0.0,1.0,0.0
7521,bilateral facial swelling,1,1.0,0.0,1.0,0.0
7523,"c/o ""migraine""",1,1.0,0.0,1.0,0.0
7524,abnl ett,1,1.0,0.0,1.0,0.0
7526,abd pain /vomiting/diarrhea,1,1.0,0.0,1.0,0.0
7527,hives/facial swelling,1,1.0,0.0,1.0,0.0
7528,left chest walll swelling,1,1.0,0.0,1.0,0.0
7529,gyn consult,1,1.0,0.0,1.0,0.0
7530,swollen r leg ,1,1.0,0.0,1.0,0.0
7532,od meds,1,1.0,0.0,1.0,0.0
7533,"nausea,dizzy",1,1.0,0.0,1.0,0.0
7534,gout in both feet,1,1.0,0.0,1.0,0.0
7538,heart palps,1,1.0,0.0,1.0,0.0
7541,l toe numb,1,1.0,0.0,1.0,0.0
7543,multiple areas of pain,1,1.0,0.0,1.0,0.0
7546,r eye redness/swelling,1,1.0,0.0,1.0,0.0
7547,vomiting dizzy,1,1.0,0.0,1.0,0.0
7552,right lower axtremity pain,1,1.0,0.0,1.0,0.0
7553,nail to right foot,1,1.0,0.0,1.0,0.0
7555,right facial redness,1,1.0,0.0,1.0,0.0
7557,abd/vaginal pain,1,1.0,0.0,1.0,0.0
7558,left ear lobe swelling,1,1.0,0.0,1.0,0.0
7562,body pain/weakness,1,1.0,0.0,1.0,0.0
7563,left eye pulsing,1,1.0,0.0,1.0,0.0
7564,fever s/p egg retrieval,1,1.0,0.0,1.0,0.0
7565,l eyebrow laceration,1,1.0,0.0,1.0,0.0
7566,worsening cellulitis right ankle,1,1.0,0.0,1.0,0.0
7567,gunshot wound l leg,1,1.0,0.0,1.0,0.0
7571,asthma exacerbation/rash,1,1.0,0.0,1.0,0.0
7572,xray reread,1,1.0,0.0,1.0,0.0
7577,back pain radiating to leg,1,1.0,0.0,1.0,0.0
7580,r leg stiffness,1,1.0,0.0,1.0,0.0
7582,blocked s/p catheter,1,1.0,0.0,1.0,0.0
7584,leg/knee pain,1,1.0,0.0,1.0,0.0
7586,rlq abd pain   n/v,1,1.0,0.0,1.0,0.0
7587,left cp ,1,1.0,0.0,1.0,0.0
7590,erythema chest arms,1,1.0,0.0,1.0,0.0
7591,"etoh,depression,si",1,1.0,0.0,1.0,0.0
7596,blocked suprapubic cath,1,1.0,0.0,1.0,0.0
7597,general weakness s/p surgery,1,1.0,0.0,1.0,0.0
7601,cough/congestion/st,1,1.0,0.0,1.0,0.0
7602,?jaundice,1,1.0,0.0,1.0,0.0
7603,right leg,1,1.0,0.0,1.0,0.0
7604,cp /arm tingling,1,1.0,0.0,1.0,0.0
7605,mouth numbness,1,1.0,0.0,1.0,0.0
7606,headache and wants sodium checked,1,1.0,0.0,1.0,0.0
7607,discolored stools,1,1.0,0.0,1.0,0.0
7608,abd wound dehiscence,1,1.0,0.0,1.0,0.0
7611,no output via ostomy for 2 days,1,1.0,0.0,1.0,0.0
7612,re-eval epistaxis,1,1.0,0.0,1.0,0.0
7613,___ medical eval,1,1.0,0.0,1.0,0.0
7615,l second toe injury,1,1.0,0.0,1.0,0.0
7617,lightheaded /r arm numbness,1,1.0,0.0,1.0,0.0
7618,"lbp,",1,1.0,0.0,1.0,0.0
7621,"pelvic,back pain",1,1.0,0.0,1.0,0.0
7622,l great toe redness,1,1.0,0.0,1.0,0.0
7624,s/p tick bite,1,1.0,0.0,1.0,0.0
7626,lt.arm inj,1,1.0,0.0,1.0,0.0
7628,left neck/arm tingling,1,1.0,0.0,1.0,0.0
7629,post procedure abd pain,1,1.0,0.0,1.0,0.0
7630,lac to right 3rd and 4th digits,1,1.0,0.0,1.0,0.0
7631,etoh/depressed,1,1.0,0.0,1.0,0.0
7634,aicd fired?,1,1.0,0.0,1.0,0.0
7635,inflamed left nipple,1,1.0,0.0,1.0,0.0
7637,opiate od,1,1.0,0.0,1.0,0.0
7638,sob /cp,1,1.0,0.0,1.0,0.0
7639,sob/head  heaviness,1,1.0,0.0,1.0,0.0
7640,epgastric pain,1,1.0,0.0,1.0,0.0
7642,incision infection,1,1.0,0.0,1.0,0.0
7643,fecal inc,1,1.0,0.0,1.0,0.0
7645,pacemaker pain,1,1.0,0.0,1.0,0.0
7647,l middle finger pain,1,1.0,0.0,1.0,0.0
7648,r eye scratchy/painful,1,1.0,0.0,1.0,0.0
7649,seizure vs. syncope,1,1.0,0.0,1.0,0.0
7650,?septic left shoulder,1,1.0,0.0,1.0,0.0
7651,dizzy/left arm pain,1,1.0,0.0,1.0,0.0
7652,nausea lightheaded,1,1.0,0.0,1.0,0.0
7654,tube in ear fell out,1,1.0,0.0,1.0,0.0
7655,heart monitor,1,1.0,0.0,1.0,0.0
7657,right hand and elbow pain,1,1.0,0.0,1.0,0.0
7658,needs rx for prednisone,1,1.0,0.0,1.0,0.0
7660,axilary lump,1,1.0,0.0,1.0,0.0
7662,l thoracic pain,1,1.0,0.0,1.0,0.0
7663,r second digit would eval,1,1.0,0.0,1.0,0.0
7665,dizzy/lethargic,1,1.0,0.0,1.0,0.0
7666,abcess/eval,1,1.0,0.0,1.0,0.0
7668,colostomy pain/seizure,1,1.0,0.0,1.0,0.0
7670,pain control s/p fracture,1,1.0,0.0,1.0,0.0
7672,etoh/ams,1,1.0,0.0,1.0,0.0
7673,smoke inhilation,1,1.0,0.0,1.0,0.0
7674,icd,1,1.0,0.0,1.0,0.0
7676,r  eye reddness,1,1.0,0.0,1.0,0.0
7678,ectopic pregancy,1,1.0,0.0,1.0,0.0
7679,episode mental status change,1,1.0,0.0,1.0,0.0
7682,cold symptoms x1mth,1,1.0,0.0,1.0,0.0
7684,s/p mvc neck and back pain,1,1.0,0.0,1.0,0.0
7685,ran out of ativan,1,1.0,0.0,1.0,0.0
7687,rlq abd  pain,1,1.0,0.0,1.0,0.0
7688,le/feet swelling,1,1.0,0.0,1.0,0.0
7689,cp/rapid heartbeat,1,1.0,0.0,1.0,0.0
7690,lump under r axilla,1,1.0,0.0,1.0,0.0
7691,fb rt.eye,1,1.0,0.0,1.0,0.0
7693,upper abdominal pain resolved,1,1.0,0.0,1.0,0.0
7694,lip lesion,1,1.0,0.0,1.0,0.0
7697,"fever,st ili",1,1.0,0.0,1.0,0.0
7698,16 weeks preg,1,1.0,0.0,1.0,0.0
7699,knee pain s/p mvc,1,1.0,0.0,1.0,0.0
7700,shingles migrating to eye,1,1.0,0.0,1.0,0.0
7701,c  diff,1,1.0,0.0,1.0,0.0
7702,vs bicycle,1,1.0,0.0,1.0,0.0
7703,? stiff neck,1,1.0,0.0,1.0,0.0
7705,l eye swollen shut,1,1.0,0.0,1.0,0.0
7707,cellulitsis left leg,1,1.0,0.0,1.0,0.0
7712,abdominal,1,1.0,0.0,1.0,0.0
7713,l eye,1,1.0,0.0,1.0,0.0
7716,cp/ head pressure,1,1.0,0.0,1.0,0.0
7717,struck with golfball,1,1.0,0.0,1.0,0.0
7721,cellulitis right foot,1,1.0,0.0,1.0,0.0
7722,pain rt.side,1,1.0,0.0,1.0,0.0
7725,racing heart/hand shaking,1,1.0,0.0,1.0,0.0
7726,l wrist and back pain,1,1.0,0.0,1.0,0.0
7730,right sided paralysis of eye,1,1.0,0.0,1.0,0.0
7732,buttock/groin pain,1,1.0,0.0,1.0,0.0
7733,?pilonidal cyst,1,1.0,0.0,1.0,0.0
7738,fever h/a stiff neck,1,1.0,0.0,1.0,0.0
7740,r/o consumption of mouse droppings,1,1.0,0.0,1.0,0.0
7741,stuffy nose,1,1.0,0.0,1.0,0.0
7744,nose lac/ s/p assault,1,1.0,0.0,1.0,0.0
7745,"shakey,anxious",1,1.0,0.0,1.0,0.0
7746,loss of hearing,1,1.0,0.0,1.0,0.0
7747,l paresthesia,1,1.0,0.0,1.0,0.0
7749,substance injestion,1,1.0,0.0,1.0,0.0
7750,luq pulsating/discomfort,1,1.0,0.0,1.0,0.0
7751,right sided,1,1.0,0.0,1.0,0.0
7754,right 3rd toe injury,1,1.0,0.0,1.0,0.0
7757,nephrostomy fell out,1,1.0,0.0,1.0,0.0
7758,bilat feet redness and swelling,1,1.0,0.0,1.0,0.0
7762,cold s/s sob,1,1.0,0.0,1.0,0.0
7764,feeding tube eval. ? clogged,1,1.0,0.0,1.0,0.0
7765,hand/wrist injury,1,1.0,0.0,1.0,0.0
7766,cp s/p stent,1,1.0,0.0,1.0,0.0
7767,fall from motorized scooter,1,1.0,0.0,1.0,0.0
7768,head injury/dizzy,1,1.0,0.0,1.0,0.0
7769,"fever,post-op",1,1.0,0.0,1.0,0.0
7771,"cough,hemoptysis",1,1.0,0.0,1.0,0.0
7773,cp x 2 weeks ,1,1.0,0.0,1.0,0.0
7776,gout /r wrist injury ,1,1.0,0.0,1.0,0.0
7779,palpitations x 1 month,1,1.0,0.0,1.0,0.0
7782,chemical splash right eye,1,1.0,0.0,1.0,0.0
7783,right sided tooth pain,1,1.0,0.0,1.0,0.0
7784,facial trauma/ped struck,1,1.0,0.0,1.0,0.0
7786,agiation,1,1.0,0.0,1.0,0.0
7788,s/p fall/head strike,1,1.0,0.0,1.0,0.0
7791,n/v dehydration,1,1.0,0.0,1.0,0.0
7793,od transfer,1,1.0,0.0,1.0,0.0
7795,left lateral pain,1,1.0,0.0,1.0,0.0
7797,hemiparesis,1,1.0,0.0,1.0,0.0
7798,bleeding from cath site,1,1.0,0.0,1.0,0.0
7800,lac to forehead ,1,1.0,0.0,1.0,0.0
7801,weight loss/weakness,1,1.0,0.0,1.0,0.0
7803,bilateral feet pain,1,1.0,0.0,1.0,0.0
7804,right arm rash,1,1.0,0.0,1.0,0.0
7805,buttock redness,1,1.0,0.0,1.0,0.0
7806,neuropathic head pain,1,1.0,0.0,1.0,0.0
7810,weakness/s/p fall,1,1.0,0.0,1.0,0.0
7811,lt shoulder inj,1,1.0,0.0,1.0,0.0
7812,can't sleep,1,1.0,0.0,1.0,0.0
7813,pelvic/abd pain,1,1.0,0.0,1.0,0.0
7814,nose injury after assault,1,1.0,0.0,1.0,0.0
7816,r facial tingling,1,1.0,0.0,1.0,0.0
7817,broken tube,1,1.0,0.0,1.0,0.0
7821,left knee pain s/p car strike,1,1.0,0.0,1.0,0.0
7823,abdominal pain/elevated wbc,1,1.0,0.0,1.0,0.0
7825,l  hand  reddness,1,1.0,0.0,1.0,0.0
7827,l foot swollen,1,1.0,0.0,1.0,0.0
7828,sacral ulcer,1,1.0,0.0,1.0,0.0
7829,chemo pump tubing fracture,1,1.0,0.0,1.0,0.0
7831,left rib/breast pain,1,1.0,0.0,1.0,0.0
7833,urostomy leaking,1,1.0,0.0,1.0,0.0
7834,l knee pain & r arm pain,1,1.0,0.0,1.0,0.0
7835,left lateral eye pain,1,1.0,0.0,1.0,0.0
7837,r/o leg infection,1,1.0,0.0,1.0,0.0
7838,rlq/right groin pain,1,1.0,0.0,1.0,0.0
7842,scapular pain,1,1.0,0.0,1.0,0.0
7849,right clavicle inj,1,1.0,0.0,1.0,0.0
7850,fb in r eye,1,1.0,0.0,1.0,0.0
7851,g-tube eval ,1,1.0,0.0,1.0,0.0
7852,knee swelling r,1,1.0,0.0,1.0,0.0
7854,___- leg cramps,1,1.0,0.0,1.0,0.0
7855,r shoulder pain/fx,1,1.0,0.0,1.0,0.0
7856,headache/blurred vision,1,1.0,0.0,1.0,0.0
7858,"left arm,chest neck pain",1,1.0,0.0,1.0,0.0
7860,left ankle and foot swelling,1,1.0,0.0,1.0,0.0
7866,abnormal  xray,1,1.0,0.0,1.0,0.0
7869,ha/fever/neck pain,1,1.0,0.0,1.0,0.0
7871,spine pain,1,1.0,0.0,1.0,0.0
7876,visual distubance,1,1.0,0.0,1.0,0.0
7877,left arm numbness/incontinence,1,1.0,0.0,1.0,0.0
7878,insect bites to right forearm,1,1.0,0.0,1.0,0.0
7879,sick for months,1,1.0,0.0,1.0,0.0
7881,l breast abrasion,1,1.0,0.0,1.0,0.0
7884,r shoulder/back injury,1,1.0,0.0,1.0,0.0
7885,table saw  injury,1,1.0,0.0,1.0,0.0
7886,back/leg/arm pain,1,1.0,0.0,1.0,0.0
7887,? insect bite l leg ,1,1.0,0.0,1.0,0.0
7888,exposure - mci,1,1.0,0.0,1.0,0.0
7889,left arm bleeding and swelling s/p fistula repair,1,1.0,0.0,1.0,0.0
7891,bilateral burning pain both legs,1,1.0,0.0,1.0,0.0
7892,spots on skin,1,1.0,0.0,1.0,0.0
7893,swollen joints,1,1.0,0.0,1.0,0.0
7895,needs ears flushed,1,1.0,0.0,1.0,0.0
7898,f/u rabies vaccine,1,1.0,0.0,1.0,0.0
7899,swelling neck,1,1.0,0.0,1.0,0.0
7900,abcess between testicle and thigh,1,1.0,0.0,1.0,0.0
7901,abscess left cw,1,1.0,0.0,1.0,0.0
7904,"""med stabilization""",1,1.0,0.0,1.0,0.0
7906,lac to left wrist,1,1.0,0.0,1.0,0.0
7907,visual deficit,1,1.0,0.0,1.0,0.0
7910,r leg wound/lump,1,1.0,0.0,1.0,0.0
7911,facial inj,1,1.0,0.0,1.0,0.0
7913,lyme dz,1,1.0,0.0,1.0,0.0
7914,cp/left hand tingling,1,1.0,0.0,1.0,0.0
7917,cp/ right arm pain,1,1.0,0.0,1.0,0.0
7919,ha and dizziness,1,1.0,0.0,1.0,0.0
7920,cough /st,1,1.0,0.0,1.0,0.0
7921,palpatation,1,1.0,0.0,1.0,0.0
7922,cocaine induced sz,1,1.0,0.0,1.0,0.0
7923,substance misuse,1,1.0,0.0,1.0,0.0
7924,l eye heaviness,1,1.0,0.0,1.0,0.0
7926,left ear blocked,1,1.0,0.0,1.0,0.0
7927,elevated bun/creat,1,1.0,0.0,1.0,0.0
7929,palpatations/chest pressure,1,1.0,0.0,1.0,0.0
7930,left side face swollen,1,1.0,0.0,1.0,0.0
7933,"ruq pain,sob",1,1.0,0.0,1.0,0.0
7937,pain right ear,1,1.0,0.0,1.0,0.0
7939,l thigh swelling/redness,1,1.0,0.0,1.0,0.0
7940,r mandibular fx,1,1.0,0.0,1.0,0.0
7941,abscess x2,1,1.0,0.0,1.0,0.0
7943,dvt r leg,1,1.0,0.0,1.0,0.0
7944,s/p mva yesterday,1,1.0,0.0,1.0,0.0
7945,jaw pain/shoulder pain,1,1.0,0.0,1.0,0.0
7947,leg swelling ,1,1.0,0.0,1.0,0.0
7948,worsening pain,1,1.0,0.0,1.0,0.0
7955,xtra lisinopril,1,1.0,0.0,1.0,0.0
7956,facial swelling after sunburn,1,1.0,0.0,1.0,0.0
7961,bilat eye redness/ swelling,1,1.0,0.0,1.0,0.0
7962,ekg changes  r/o pneumonia,1,1.0,0.0,1.0,0.0
7963,laceration to knee,1,1.0,0.0,1.0,0.0
7964,bleeding from dialysis fistula site,1,1.0,0.0,1.0,0.0
7966,low back and lbp,1,1.0,0.0,1.0,0.0
7967,pain and swelling in neck,1,1.0,0.0,1.0,0.0
7968,arm/ shoulder tingling,1,1.0,0.0,1.0,0.0
7970,upset stomach with clina,1,1.0,0.0,1.0,0.0
7971,nausea/tongue eval,1,1.0,0.0,1.0,0.0
7972,muscle spasm right side body,1,1.0,0.0,1.0,0.0
7975,unable to focus,1,1.0,0.0,1.0,0.0
7976,etoh/assaulted,1,1.0,0.0,1.0,0.0
7977,hit in head with puck,1,1.0,0.0,1.0,0.0
7978,pain to forhead,1,1.0,0.0,1.0,0.0
7979,avulsion tip of r thumb,1,1.0,0.0,1.0,0.0
7983,l 5th finger pain,1,1.0,0.0,1.0,0.0
7986,left facial droop/left had tingling,1,1.0,0.0,1.0,0.0
7987,call back after stress,1,1.0,0.0,1.0,0.0
7988,multiplecomplaints,1,1.0,0.0,1.0,0.0
7990,rlq pain and h/a,1,1.0,0.0,1.0,0.0
7991,fx wrist,1,1.0,0.0,1.0,0.0
7993,fell off of a wall nasal pain,1,1.0,0.0,1.0,0.0
7994,s/p fall right hand,1,1.0,0.0,1.0,0.0
7996,abcess/ i & d,1,1.0,0.0,1.0,0.0
7999,shoudler pain,1,1.0,0.0,1.0,0.0
8002,st/weak all over ,1,1.0,0.0,1.0,0.0
8004,placement eval,1,1.0,0.0,1.0,0.0
8005,rapid heart beat ,1,1.0,0.0,1.0,0.0
8006,requesting methadone dose,1,1.0,0.0,1.0,0.0
8007,skateboard vs car + loc,1,1.0,0.0,1.0,0.0
8008,mci/posterior neck pain,1,1.0,0.0,1.0,0.0
8012,fell on stairs,1,1.0,0.0,1.0,0.0
8013,syncope x 3,1,1.0,0.0,1.0,0.0
8015,effusion post op knee,1,1.0,0.0,1.0,0.0
8017,pot,1,1.0,0.0,1.0,0.0
8018,left flank/groin pain,1,1.0,0.0,1.0,0.0
8019,back disc pain,1,1.0,0.0,1.0,0.0
8020,lightheaded/balance issues,1,1.0,0.0,1.0,0.0
8021,n/v s/p etoh,1,1.0,0.0,1.0,0.0
8022,abnormal blood sugars,1,1.0,0.0,1.0,0.0
8023,facial lac/pw,1,1.0,0.0,1.0,0.0
8025,r sided abd pain ,1,1.0,0.0,1.0,0.0
8026,left back and chest pain,1,1.0,0.0,1.0,0.0
8027,r shoulder dislocation/fx,1,1.0,0.0,1.0,0.0
8029,ms  flare,1,1.0,0.0,1.0,0.0
8030,r heel fx,1,1.0,0.0,1.0,0.0
8032,overwhelmed,1,1.0,0.0,1.0,0.0
8033,rlq pain/ dizziness,1,1.0,0.0,1.0,0.0
8034,potassium check,1,1.0,0.0,1.0,0.0
8036,fall from moped,1,1.0,0.0,1.0,0.0
8037,abcess lower abd,1,1.0,0.0,1.0,0.0
8040,intermittent bicep pain,1,1.0,0.0,1.0,0.0
8042,cystic mass,1,1.0,0.0,1.0,0.0
8043,headache/muscle cramping,1,1.0,0.0,1.0,0.0
8044,right arm pain swelling,1,1.0,0.0,1.0,0.0
8045,and right arm pain x 4days,1,1.0,0.0,1.0,0.0
8046,halo removed by pt,1,1.0,0.0,1.0,0.0
8047,arm&le numbness/tingling,1,1.0,0.0,1.0,0.0
8048,bilat foot pain/burning,1,1.0,0.0,1.0,0.0
8049,s/p trip & fall,1,1.0,0.0,1.0,0.0
8050,"heart pounding,chest discomfort",1,1.0,0.0,1.0,0.0
8051,head srike,1,1.0,0.0,1.0,0.0
8053,l  arm  tightness/numbness,1,1.0,0.0,1.0,0.0
8054,calf pain/chest tightness,1,1.0,0.0,1.0,0.0
8055,head/shoulder pain,1,1.0,0.0,1.0,0.0
8056,dislocated l baby finger,1,1.0,0.0,1.0,0.0
8058,incision bleeding,1,1.0,0.0,1.0,0.0
8059,bil knee swelling/pain,1,1.0,0.0,1.0,0.0
8061,r neck pain/gen weakness,1,1.0,0.0,1.0,0.0
8062,l wrist fracture,1,1.0,0.0,1.0,0.0
8063,cp x 5 days,1,1.0,0.0,1.0,0.0
8064,abcess pain,1,1.0,0.0,1.0,0.0
8067,left leg inj,1,1.0,0.0,1.0,0.0
8068,"sob,chest tightness",1,1.0,0.0,1.0,0.0
8069,"sob,diaphoretic",1,1.0,0.0,1.0,0.0
8071,s/p passed out,1,1.0,0.0,1.0,0.0
8072,complex facial lacerations,1,1.0,0.0,1.0,0.0
8074,abd pain and fever,1,1.0,0.0,1.0,0.0
8075,tick to left groin/thigh,1,1.0,0.0,1.0,0.0
8079,l  sides  chest/rib pain,1,1.0,0.0,1.0,0.0
8080,s/p shaky,1,1.0,0.0,1.0,0.0
8081,dislocated left hip,1,1.0,0.0,1.0,0.0
8083,h/a /ili,1,1.0,0.0,1.0,0.0
8084,pain control s/p hand surgery,1,1.0,0.0,1.0,0.0
8085,+etoh/head injury,1,1.0,0.0,1.0,0.0
8087,s/p mvc 5 hrs ago,1,1.0,0.0,1.0,0.0
8089,mouth sores/fever,1,1.0,0.0,1.0,0.0
8090,feet cold,1,1.0,0.0,1.0,0.0
8093,left cheek abcess,1,1.0,0.0,1.0,0.0
8095,fb lt eye,1,1.0,0.0,1.0,0.0
8096,head and jaw pain,1,1.0,0.0,1.0,0.0
8097,"chest pain,vomiting",1,1.0,0.0,1.0,0.0
8100,index finger pain,1,1.0,0.0,1.0,0.0
8101,bilateral  leg pain,1,1.0,0.0,1.0,0.0
8102,movement disorder,1,1.0,0.0,1.0,0.0
8103,l wrist redness,1,1.0,0.0,1.0,0.0
8104,ha/facial swelling,1,1.0,0.0,1.0,0.0
8106,perforated uterus,1,1.0,0.0,1.0,0.0
8108,decreased hearing l ear,1,1.0,0.0,1.0,0.0
8109,testiclular pain,1,1.0,0.0,1.0,0.0
8110,epigastric pain with n/v,1,1.0,0.0,1.0,0.0
8111,pain elbow ankle,1,1.0,0.0,1.0,0.0
8113,r le amp site painful,1,1.0,0.0,1.0,0.0
8114,rle wound check,1,1.0,0.0,1.0,0.0
8118,palpitations/dz,1,1.0,0.0,1.0,0.0
8120,altered mental status/vomiting,1,1.0,0.0,1.0,0.0
8122,abd pain ; r/o infection,1,1.0,0.0,1.0,0.0
8123,r eye visual change,1,1.0,0.0,1.0,0.0
8124,pain s/p colposcopy,1,1.0,0.0,1.0,0.0
8125,thigh redness,1,1.0,0.0,1.0,0.0
8127,chest pain/+ preg,1,1.0,0.0,1.0,0.0
8129,pain in r leg,1,1.0,0.0,1.0,0.0
8132,left pelvic pain ,1,1.0,0.0,1.0,0.0
8134,wound open,1,1.0,0.0,1.0,0.0
8135,s/p fall off moped,1,1.0,0.0,1.0,0.0
8136,l  hand   pain,1,1.0,0.0,1.0,0.0
8137,l flank/back pain,1,1.0,0.0,1.0,0.0
8139,exposure/etoh,1,1.0,0.0,1.0,0.0
8140,pain to scalp,1,1.0,0.0,1.0,0.0
8142,right calf lump,1,1.0,0.0,1.0,0.0
8143,h/a  st,1,1.0,0.0,1.0,0.0
8144,headache/blurred vision s/p fall,1,1.0,0.0,1.0,0.0
8145,l ankle pain/deformatity,1,1.0,0.0,1.0,0.0
8146,knuckle lac,1,1.0,0.0,1.0,0.0
8147,r/o viral meningitis,1,1.0,0.0,1.0,0.0
8149,22 weeks  p  dyspnea,1,1.0,0.0,1.0,0.0
8151,unable to move bowels,1,1.0,0.0,1.0,0.0
8153,bleeding head,1,1.0,0.0,1.0,0.0
8156,knee pain inflamation,1,1.0,0.0,1.0,0.0
8157,"nausea,lightheaded",1,1.0,0.0,1.0,0.0
8160,feels dry,1,1.0,0.0,1.0,0.0
8161,eval of jp drain,1,1.0,0.0,1.0,0.0
8163,needs cast replacement,1,1.0,0.0,1.0,0.0
8164,fatigue/malaise,1,1.0,0.0,1.0,0.0
8166,t-spine pain,1,1.0,0.0,1.0,0.0
8167,visual disturnbance,1,1.0,0.0,1.0,0.0
8175,preg cramping,1,1.0,0.0,1.0,0.0
8176,suspected heroin use,1,1.0,0.0,1.0,0.0
8178,rt cp,1,1.0,0.0,1.0,0.0
8179,kidney  infection,1,1.0,0.0,1.0,0.0
8180,tick exposure,1,1.0,0.0,1.0,0.0
8181,pain rt. side,1,1.0,0.0,1.0,0.0
8183,l leg  lac,1,1.0,0.0,1.0,0.0
8184,l ___ laceration,1,1.0,0.0,1.0,0.0
8186,right lower lip swelling,1,1.0,0.0,1.0,0.0
8187,facial  laceration,1,1.0,0.0,1.0,0.0
8188,numbness left side face,1,1.0,0.0,1.0,0.0
8190,sob elevated d dimer,1,1.0,0.0,1.0,0.0
8194,prolapse uterus,1,1.0,0.0,1.0,0.0
8196,left elbow swelling/redness,1,1.0,0.0,1.0,0.0
8198,off meds/anxious,1,1.0,0.0,1.0,0.0
8199,swelling lleft hand,1,1.0,0.0,1.0,0.0
8200,od last night,1,1.0,0.0,1.0,0.0
8201,needs chest ct,1,1.0,0.0,1.0,0.0
8202,left ankle pain/syncope,1,1.0,0.0,1.0,0.0
8203,cough/fatigue,1,1.0,0.0,1.0,0.0
8204,left sided chest pressure,1,1.0,0.0,1.0,0.0
8205,lab test,1,1.0,0.0,1.0,0.0
8207,shingles exposure,1,1.0,0.0,1.0,0.0
8210,l hand infx,1,1.0,0.0,1.0,0.0
8211,lower abd pain/ 6 weeks preg,1,1.0,0.0,1.0,0.0
8212,left toe nail came off,1,1.0,0.0,1.0,0.0
8213,variable bp,1,1.0,0.0,1.0,0.0
8215,tearful,1,1.0,0.0,1.0,0.0
8217,rabies shot follow-up,1,1.0,0.0,1.0,0.0
8219,st/uri,1,1.0,0.0,1.0,0.0
8221,impending sz,1,1.0,0.0,1.0,0.0
8222,left foot fb,1,1.0,0.0,1.0,0.0
8228,dislocaion,1,1.0,0.0,1.0,0.0
8229,cough /sob,1,1.0,0.0,1.0,0.0
8231,felt lightheaded,1,1.0,0.0,1.0,0.0
8232,legs tingly,1,1.0,0.0,1.0,0.0
8233,left lower extremtity pain,1,1.0,0.0,1.0,0.0
8234,s/p mvc - lue pain,1,1.0,0.0,1.0,0.0
8235,left 3rd digit lac,1,1.0,0.0,1.0,0.0
8237,altered sense of smell,1,1.0,0.0,1.0,0.0
8240,r  anke   pain,1,1.0,0.0,1.0,0.0
8244,dizziness/nasuea,1,1.0,0.0,1.0,0.0
8245,right ear pain/abcess,1,1.0,0.0,1.0,0.0
8247,hot and cold s/p flu shot,1,1.0,0.0,1.0,0.0
8248,consitant menstation,1,1.0,0.0,1.0,0.0
8250,left back/leg pain,1,1.0,0.0,1.0,0.0
8251,ear pain/st,1,1.0,0.0,1.0,0.0
8252,"chest pain,h/a",1,1.0,0.0,1.0,0.0
8253,"n,v x 1/2 hr",1,1.0,0.0,1.0,0.0
8254,twisted rt.ankle,1,1.0,0.0,1.0,0.0
8256,right torso abcess,1,1.0,0.0,1.0,0.0
8257,r ear hearing difficulty,1,1.0,0.0,1.0,0.0
8258,st/fever/ili,1,1.0,0.0,1.0,0.0
8261,right flank and back pain,1,1.0,0.0,1.0,0.0
8263,exposure cold,1,1.0,0.0,1.0,0.0
8264,fx nose,1,1.0,0.0,1.0,0.0
8266,cp/side pain,1,1.0,0.0,1.0,0.0
8267,l breast tenderness,1,1.0,0.0,1.0,0.0
8271,fall  etoh abuse,1,1.0,0.0,1.0,0.0
8272,joint pain swelling,1,1.0,0.0,1.0,0.0
8273,full body numbness,1,1.0,0.0,1.0,0.0
8275,si/heroin/cocaine/benzos,1,1.0,0.0,1.0,0.0
8276,left side body numb/headache,1,1.0,0.0,1.0,0.0
8277,lost contact left eye,1,1.0,0.0,1.0,0.0
8278,r knee and back pain,1,1.0,0.0,1.0,0.0
8280,left ear /mouth itching,1,1.0,0.0,1.0,0.0
8281,ls abd pain,1,1.0,0.0,1.0,0.0
8282,right lower leg,1,1.0,0.0,1.0,0.0
8285,s/p colonoscopy 10days ago,1,1.0,0.0,1.0,0.0
8286,"r foot injury,cough",1,1.0,0.0,1.0,0.0
8287,hypotension/lethargy,1,1.0,0.0,1.0,0.0
8291,? l buttock abscess,1,1.0,0.0,1.0,0.0
8292,groin pain ,1,1.0,0.0,1.0,0.0
8294,vag bleeding/preg,1,1.0,0.0,1.0,0.0
8295,"chest pain,diff clearing secretions",1,1.0,0.0,1.0,0.0
8296,r foot/leg injury,1,1.0,0.0,1.0,0.0
8297,agitation/alzheimers,1,1.0,0.0,1.0,0.0
8298,ili/ s/p  chem exposure,1,1.0,0.0,1.0,0.0
8299,bil shoulder pain,1,1.0,0.0,1.0,0.0
