,index,total,home_count,admit_count,home_pp,admit_pp
1648,infx,8,5.0,3.0,0.625,0.375
1649,abominal pain,8,4.0,4.0,0.5,0.5
1650,b calf pain,8,8.0,0.0,1.0,0.0
1651,med rxn,8,6.0,2.0,0.75,0.25
1652,s/p hypoxia,8,2.0,6.0,0.25,0.75
1653,r pain,8,4.0,4.0,0.5,0.5
1654,expressive aphasia,8,2.0,6.0,0.25,0.75
1655,fluid retention,8,3.0,5.0,0.375,0.625
1656,right facial numbness,8,5.0,3.0,0.625,0.375
1657,ekg  changes,8,2.0,6.0,0.25,0.75
1658,room spinning,8,7.0,1.0,0.875,0.125
1659,c spine fx,8,1.0,7.0,0.125,0.875
1660,left finger pain,8,8.0,0.0,1.0,0.0
1661,chronic pain,8,6.0,2.0,0.75,0.25
1662,ear lac,8,8.0,0.0,1.0,0.0
1663,cbd stone,8,0.0,8.0,0.0,1.0
1664,r neck swelling,8,6.0,2.0,0.75,0.25
1665,cirrhosis,8,1.0,7.0,0.125,0.875
1666,right hand burn,8,8.0,0.0,1.0,0.0
1667,sob/dizzy,8,3.0,5.0,0.375,0.625
1668,dypnea,8,3.0,5.0,0.375,0.625
1669,rle injury,8,6.0,2.0,0.75,0.25
1670,"sob,cp",8,3.0,5.0,0.375,0.625
1671,shoulder dislocation,8,6.0,2.0,0.75,0.25
1672,r flank pain ,8,5.0,3.0,0.625,0.375
1673,nan,8,2.0,6.0,0.25,0.75
1674,ha/dizzy,8,6.0,2.0,0.75,0.25
1675,left ankle inj,8,7.0,1.0,0.875,0.125
1676,nose bleed,8,5.0,3.0,0.625,0.375
1677,l hand cellulitis,8,5.0,3.0,0.625,0.375
1678,left arm tingling,8,7.0,1.0,0.875,0.125
1679,left hip fracture,8,1.0,7.0,0.125,0.875
1680,lesions,8,4.0,4.0,0.5,0.5
1681,mass,8,1.0,7.0,0.125,0.875
1682,fever chills,8,3.0,5.0,0.375,0.625
1683,saddle pe,8,0.0,8.0,0.0,1.0
1684,facial fx's,8,6.0,2.0,0.75,0.25
1685,s/p fall head strike,8,6.0,2.0,0.75,0.25
1686,chest,8,5.0,3.0,0.625,0.375
1687,etoh ,8,8.0,0.0,1.0,0.0
1688,left facial swelling,8,5.0,3.0,0.625,0.375
1689,vomiting/abd pain,8,3.0,5.0,0.375,0.625
1690,uti s/s,8,7.0,1.0,0.875,0.125
1691,burning with urination,8,4.0,4.0,0.5,0.5
1692,r buttock pain,8,6.0,2.0,0.75,0.25
1693,fever/back pain,8,4.0,4.0,0.5,0.5
1694,needs meds,8,8.0,0.0,1.0,0.0
1695,left foot eval,8,6.0,2.0,0.75,0.25
1696,right lower back pain,8,6.0,2.0,0.75,0.25
1697,pneumo,8,0.0,8.0,0.0,1.0
1698,neck,8,7.0,1.0,0.875,0.125
1699,n/v abdominal pain,8,2.0,6.0,0.25,0.75
1700,social work eval,8,6.0,2.0,0.75,0.25
1701,preg/bleeding,8,8.0,0.0,1.0,0.0
1702,runny nose,8,8.0,0.0,1.0,0.0
1703,left finger lac,8,8.0,0.0,1.0,0.0
1704,social work consult,8,7.0,1.0,0.875,0.125
1705,abd and back pain,8,6.0,2.0,0.75,0.25
1706,neck pain ,8,8.0,0.0,1.0,0.0
1707,low inr,8,6.0,2.0,0.75,0.25
1708,pregnancy issues < 20 wk,8,6.0,2.0,0.75,0.25
1709,medical eval,8,4.0,4.0,0.5,0.5
1710,post-op,8,6.0,2.0,0.75,0.25
1711,diarrhea/abd pain,8,4.0,4.0,0.5,0.5
1712,splenic lac,8,0.0,8.0,0.0,1.0
1713,hd line eval,8,4.0,4.0,0.5,0.5
1714,allergic  rx,8,5.0,3.0,0.625,0.375
1715,? od,8,8.0,0.0,1.0,0.0
1716,l elbow injury,8,7.0,1.0,0.875,0.125
1717,vomiting ,8,3.0,5.0,0.375,0.625
1718,orthostatic hypotension,8,1.0,7.0,0.125,0.875
1719,sob with exertion,8,2.0,6.0,0.25,0.75
1720,trouble swallowing,8,4.0,4.0,0.5,0.5
1721,pain all over,8,6.0,2.0,0.75,0.25
1722,facial tingling,8,7.0,1.0,0.875,0.125
1723,foreign body ingestion,8,3.0,5.0,0.375,0.625
1724,clogged feeding tube,8,7.0,1.0,0.875,0.125
1725,compression fx,8,3.0,5.0,0.375,0.625
1726,hydrocephalus,8,1.0,7.0,0.125,0.875
1727,cough/cp,8,5.0,3.0,0.625,0.375
1728,hand burn,8,7.0,1.0,0.875,0.125
1729,abd pain/constipation,8,1.0,7.0,0.125,0.875
1730,floaters,8,7.0,1.0,0.875,0.125
1731,right facial droop,8,2.0,6.0,0.25,0.75
1732,pancytopenia,8,0.0,8.0,0.0,1.0
1733,right facial swelling,8,6.0,2.0,0.75,0.25
1734,v tach,8,0.0,8.0,0.0,1.0
1735,tremulous,8,2.0,6.0,0.25,0.75
1736,left neck pain,8,7.0,1.0,0.875,0.125
1737,buttock abcess,8,7.0,1.0,0.875,0.125
1738,ha/neck pain,8,8.0,0.0,1.0,0.0
1739,dyspnea/cp,8,1.0,7.0,0.125,0.875
1740,asthma exac,8,8.0,0.0,1.0,0.0
1741,left sided facial droop,8,3.0,5.0,0.375,0.625
1742,b arm swelling,8,1.0,7.0,0.125,0.875
1743,weakness/sob,8,0.0,8.0,0.0,1.0
1744,right foot swelling,8,6.0,2.0,0.75,0.25
1745,tooth ache,8,8.0,0.0,1.0,0.0
1746,left hip dislocation,8,3.0,5.0,0.375,0.625
1747,fall head strike,8,8.0,0.0,1.0,0.0
1748,post op infection,8,4.0,4.0,0.5,0.5
1749,fx,8,2.0,6.0,0.25,0.75
1750,r/o shingles,8,7.0,1.0,0.875,0.125
1751,cast too tight,8,8.0,0.0,1.0,0.0
1752,right leg infection,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1753,skull fx,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1754,mvc ,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1755,left arm infection,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1756,sexual assault,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1757,facial burn,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1758,ectopic,7,2.0,5.0,0.2857142857142857,0.7142857142857143
1759,cold s/s,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1760,b wrist pain,7,7.0,0.0,1.0,0.0
1761,anxiety/depression,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1762,witnessed syncope,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1763,high b/p,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1764,right toe injury,7,7.0,0.0,1.0,0.0
1765,hemorrhoids,7,7.0,0.0,1.0,0.0
1766,abd bloating,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1767,hyperventilation,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1768,nasal packing removal,7,7.0,0.0,1.0,0.0
1769,r/o sbo,7,0.0,7.0,0.0,1.0
1770,admits to etoh,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1771,elevated creat,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1772,n/v/d abd pain,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1773,? shingles,7,7.0,0.0,1.0,0.0
1774,hypoxic,7,0.0,7.0,0.0,1.0
1775,dental abscess,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1776,r eye foreign body sensation,7,7.0,0.0,1.0,0.0
1777,diff swallowing,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1778,ring stuck on finger,7,7.0,0.0,1.0,0.0
1779,elevated lfts,7,0.0,7.0,0.0,1.0
1780,laryngitis,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1781,disoriented,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1782,mouth swelling,7,7.0,0.0,1.0,0.0
1783,l thumb lac,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1784,blood transfusion,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1785,left sided neck pain,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1786,appears intox,7,7.0,0.0,1.0,0.0
1787,loss of vision,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1788,cough/sore throat,7,7.0,0.0,1.0,0.0
1789,a-fib,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1790,abd abscess,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1791,migraine h/a,7,7.0,0.0,1.0,0.0
1792,vt,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1793,l side numbness,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1794,b ankle pain,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1795,cutting,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1796,bilat le swelling,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1797,swollen uvula,7,7.0,0.0,1.0,0.0
1798,infected toe,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1799,dehydrated,7,2.0,5.0,0.2857142857142857,0.7142857142857143
1800,diarrhoea,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1801,lip numbness,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1802,r/o septic joint,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1803,body cramps,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1804,sinus infection,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1805,epig pain,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1806,feet swelling,7,2.0,5.0,0.2857142857142857,0.7142857142857143
1807,?syncopal,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1808,left lower back pain,7,7.0,0.0,1.0,0.0
1809,s/p fall off bike,7,7.0,0.0,1.0,0.0
1810,ngt eval,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1811,right ankle swelling,7,7.0,0.0,1.0,0.0
1812,cough/weakness,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1813,left sided facial pain,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1814,le numbness,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1815,right finger injury,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1816,spine eval,7,0.0,7.0,0.0,1.0
1817,n/v/d ,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1818,toe laceration,7,7.0,0.0,1.0,0.0
1819,dysarthria,7,0.0,7.0,0.0,1.0
1820,lower ext weakness,7,2.0,5.0,0.2857142857142857,0.7142857142857143
1821,lung pain,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1822,abnormal labs ,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1823,fever and chills,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1824,dyspnea/cough,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1825,wound drainage,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1826,right arm redness,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1827,case management eval,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1828,elev lft's,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1829,vomiting coffee grounds,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1830,line eval,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1831,r low back pain,7,7.0,0.0,1.0,0.0
1832,left thumb laceration,7,7.0,0.0,1.0,0.0
1833,volvulus,7,0.0,7.0,0.0,1.0
1834,lle dvt,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1835,r/o abscess,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1836,bicycle vs car,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1837,right sided flank pain,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1838,headache/fever,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1839,unequal pupils,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1840,changed mental status,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1841,urinary freq,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1842,lower leg laceration,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1843,fever/st,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1844,+pe,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1845,liver lac,7,0.0,7.0,0.0,1.0
1846,r leg infection,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1847,toe lac,7,7.0,0.0,1.0,0.0
1848,admission,7,0.0,7.0,0.0,1.0
1849,uc flare,7,0.0,7.0,0.0,1.0
1850,anal/rectal trauma,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1851,septic,7,0.0,7.0,0.0,1.0
1852,brain mets,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1853,leg wound,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1854,hd catheter eval,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1855,panic attacks,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1856,left great toe pain,7,7.0,0.0,1.0,0.0
1857,left leg eval,7,2.0,5.0,0.2857142857142857,0.7142857142857143
1858,obtunded,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1859,bicycle  accident,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1860,bil flank pain,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1861,closed head injury,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1862,finger lacs,7,7.0,0.0,1.0,0.0
1863,syncope ,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1864,cold,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1865,rle weakness,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1866,swollen tongue,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1867,nasal congestion / hay fever,7,7.0,0.0,1.0,0.0
1868,vomiting/diahrrea,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1869,abn mri,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1870,aura,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1871,r hip dislocation,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1872,humerus fx,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1873,near sync,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1874,od/si,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1875,abd pain/cp,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1876,dislocation,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1877,vag discharge,7,7.0,0.0,1.0,0.0
1878,etoh/vomiting,7,7.0,0.0,1.0,0.0
1879,right hand infection,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1880,r sided back pain,7,7.0,0.0,1.0,0.0
1881,r/o compartment syndrome,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1882,difficulty voiding,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1883,r foot fracture,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1884,breast,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1885,blisters,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1886,facial abscess,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1887,pallor/anemia,7,0.0,7.0,0.0,1.0
1888,r sided numbness,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1889,chf exacerbation,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1890,redness/tenderness,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1891,rib fx,7,2.0,5.0,0.2857142857142857,0.7142857142857143
1892,c/p  dyspnea,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1893,?si,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1894,left lateral neck pain,7,7.0,0.0,1.0,0.0
1895,groin abcess,7,7.0,0.0,1.0,0.0
1896,blocked feeding tube,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1897,arm lac,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1898,visual disturbances,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1899,right low back pain,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1900,atv accident,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1901,? allergic rxn,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1902,inability to void,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1903,back/neck pain,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1904,left shoulder dislocation,7,7.0,0.0,1.0,0.0
1905,menstrual problems,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1906,epitaxis,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1907,difficulty word finding,7,2.0,5.0,0.2857142857142857,0.7142857142857143
1908,spotting,7,7.0,0.0,1.0,0.0
1909,epiglotitis,7,2.0,5.0,0.2857142857142857,0.7142857142857143
1910,psych eval ,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1911,left sided facial swelling,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1912,fever/neutropenia,7,0.0,7.0,0.0,1.0
1913,abn ct,7,2.0,5.0,0.2857142857142857,0.7142857142857143
1914,requests eval,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1915,rapid heartbeat,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1916,requesting pregnancy test,7,7.0,0.0,1.0,0.0
1917,hernia eval,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1918,throat irritation,7,7.0,0.0,1.0,0.0
1919,lower extremity weakness,7,0.0,7.0,0.0,1.0
1920,left testicular pain,7,7.0,0.0,1.0,0.0
1921,rectal prolapse,7,7.0,0.0,1.0,0.0
1922,l pneumothorax,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1923,detoxification,7,7.0,0.0,1.0,0.0
1924,left jaw pain,7,7.0,0.0,1.0,0.0
1925,brady,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1926,r le pain,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1927,ear laceration,7,7.0,0.0,1.0,0.0
1928,neuro evaluation,7,2.0,5.0,0.2857142857142857,0.7142857142857143
1929,priaprism,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1930,eu critical/etoh,7,7.0,0.0,1.0,0.0
1931,crohns flare,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1932,pacemaker eval,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1933,cp/arm pain,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1934,high bs,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1935,cough fever,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1936,feet pain,7,7.0,0.0,1.0,0.0
1937,drug ingestion,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1938,blood clot,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1939,high potassium,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1940,right arm injury,7,7.0,0.0,1.0,0.0
1941,\,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1942,right finger pain,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1943,lower abdo pain,7,4.0,3.0,0.5714285714285714,0.42857142857142855
1944,scrotal pain and/or swelling,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1945,clogged g-tube,7,6.0,1.0,0.8571428571428571,0.14285714285714285
1946,chronic back pain,7,5.0,2.0,0.7142857142857143,0.2857142857142857
1947,dental abcess,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1948,left foot redness,7,2.0,5.0,0.2857142857142857,0.7142857142857143
1949,penile bleeding,7,3.0,4.0,0.42857142857142855,0.5714285714285714
1950,vag d/c,7,7.0,0.0,1.0,0.0
1951,found on floor,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1952,g tube evaluation,6,3.0,3.0,0.5,0.5
1953,abd distension,6,5.0,1.0,0.8333333333333334,0.16666666666666666
1954,skin irritation,6,5.0,1.0,0.8333333333333334,0.16666666666666666
1955,backpain,6,4.0,2.0,0.6666666666666666,0.3333333333333333
1956,leaking foley,6,6.0,0.0,1.0,0.0
1957,irregular heart beat,6,1.0,5.0,0.16666666666666666,0.8333333333333334
1958,st ,6,6.0,0.0,1.0,0.0
1959,blk stool,6,3.0,3.0,0.5,0.5
1960,ear eval,6,6.0,0.0,1.0,0.0
1961,r  ankle  pain,6,6.0,0.0,1.0,0.0
1962,med re-fill,6,6.0,0.0,1.0,0.0
1963,left lower quadrant pain,6,4.0,2.0,0.6666666666666666,0.3333333333333333
1964,dizzy/fall,6,3.0,3.0,0.5,0.5
1965,amnesia,6,2.0,4.0,0.3333333333333333,0.6666666666666666
1966,right sided neck pain,6,6.0,0.0,1.0,0.0
1967,l great toe pain,6,5.0,1.0,0.8333333333333334,0.16666666666666666
1968,left sided flank pain,6,4.0,2.0,0.6666666666666666,0.3333333333333333
1969,r toe injury,6,5.0,1.0,0.8333333333333334,0.16666666666666666
1970,r/o epidural abcess,6,1.0,5.0,0.16666666666666666,0.8333333333333334
1971,left elbow swelling,6,5.0,1.0,0.8333333333333334,0.16666666666666666
1972,leg pains,6,4.0,2.0,0.6666666666666666,0.3333333333333333
1973,nasal fracture,6,3.0,3.0,0.5,0.5
1974,mvc transfer,6,1.0,5.0,0.16666666666666666,0.8333333333333334
1975,pain with urination,6,4.0,2.0,0.6666666666666666,0.3333333333333333
1976,l knee infection,6,1.0,5.0,0.16666666666666666,0.8333333333333334
1977,bite of wild animal,6,6.0,0.0,1.0,0.0
1978,r arm lac,6,6.0,0.0,1.0,0.0
1979,etoh/combative,6,5.0,1.0,0.8333333333333334,0.16666666666666666
1980,abnl xray,6,2.0,4.0,0.3333333333333333,0.6666666666666666
1981,rhabdo,6,0.0,6.0,0.0,1.0
1982,lesion,6,6.0,0.0,1.0,0.0
1983,bike struck,6,4.0,2.0,0.6666666666666666,0.3333333333333333
1984,left shin pain,6,4.0,2.0,0.6666666666666666,0.3333333333333333
1985,rash ,6,4.0,2.0,0.6666666666666666,0.3333333333333333
1986,left foot ulcer,6,2.0,4.0,0.3333333333333333,0.6666666666666666
1987,fever/stiff neck,6,6.0,0.0,1.0,0.0
1988,for mri,6,0.0,6.0,0.0,1.0
1989,sores,6,4.0,2.0,0.6666666666666666,0.3333333333333333
1990,tarry stool,6,0.0,6.0,0.0,1.0
1991,s/p unresponsive episode,6,2.0,4.0,0.3333333333333333,0.6666666666666666
1992,right lower leg pain,6,2.0,4.0,0.3333333333333333,0.6666666666666666
1993,diarrhea/weakness,6,2.0,4.0,0.3333333333333333,0.6666666666666666
1994,scooter accident,6,3.0,3.0,0.5,0.5
1995,epigastric pain ,6,5.0,1.0,0.8333333333333334,0.16666666666666666
1996,off balance,6,4.0,2.0,0.6666666666666666,0.3333333333333333
1997,buttocks pain,6,6.0,0.0,1.0,0.0
1998,"fever,abd pain",6,2.0,4.0,0.3333333333333333,0.6666666666666666
1999,___ ___,6,2.0,4.0,0.3333333333333333,0.6666666666666666
2000,head/neck pain,6,6.0,0.0,1.0,0.0
2001,dyspnea/weakness,6,3.0,3.0,0.5,0.5
2002,heroin overdose,6,4.0,2.0,0.6666666666666666,0.3333333333333333
2003,orthopnea,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2004,chrones flare,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2005,rectal abcess,6,4.0,2.0,0.6666666666666666,0.3333333333333333
2006,aura of seizure,6,6.0,0.0,1.0,0.0
2007,diarhea,6,3.0,3.0,0.5,0.5
2008,l elbow fx,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2009,abdominal cramping,6,3.0,3.0,0.5,0.5
2010,head ache,6,6.0,0.0,1.0,0.0
2011,fever/dyspnea,6,2.0,4.0,0.3333333333333333,0.6666666666666666
2012,r pneumothorax,6,0.0,6.0,0.0,1.0
2013,surgical site bleeding,6,5.0,1.0,0.8333333333333334,0.16666666666666666
2014,groin swelling,6,6.0,0.0,1.0,0.0
2015,right thoracic pain,6,5.0,1.0,0.8333333333333334,0.16666666666666666
2016,finger lacerations,6,6.0,0.0,1.0,0.0
2017,"chest pain,sob",6,5.0,1.0,0.8333333333333334,0.16666666666666666
2018,left arm eval,6,5.0,1.0,0.8333333333333334,0.16666666666666666
2019,right neck swelling,6,4.0,2.0,0.6666666666666666,0.3333333333333333
2020,squirrel bite,6,6.0,0.0,1.0,0.0
2021,left axillary pain,6,5.0,1.0,0.8333333333333334,0.16666666666666666
2022,right hand eval,6,5.0,1.0,0.8333333333333334,0.16666666666666666
2023,multiple c/o's,6,3.0,3.0,0.5,0.5
2024,hydronephrosis,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2025,l calf swelling,6,5.0,1.0,0.8333333333333334,0.16666666666666666
2026,angina,6,2.0,4.0,0.3333333333333333,0.6666666666666666
2027,+ appy,6,0.0,6.0,0.0,1.0
2028,positive ppd,6,4.0,2.0,0.6666666666666666,0.3333333333333333
2029,l lip swelling,6,6.0,0.0,1.0,0.0
2030,hemmorhoid,6,6.0,0.0,1.0,0.0
2031,left ankle fx,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2032,sdh transfer,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2033,r/o torsion,6,3.0,3.0,0.5,0.5
2034,cough/dyspnea,6,5.0,1.0,0.8333333333333334,0.16666666666666666
2035,s/p mcc,6,4.0,2.0,0.6666666666666666,0.3333333333333333
2036,lump,6,6.0,0.0,1.0,0.0
2037,med request,6,6.0,0.0,1.0,0.0
2038,elbow fx,6,0.0,6.0,0.0,1.0
2039,left sided back pain,6,6.0,0.0,1.0,0.0
2040,left femur fx,6,0.0,6.0,0.0,1.0
2041,wt gain,6,0.0,6.0,0.0,1.0
2042,left upper back pain,6,6.0,0.0,1.0,0.0
2043,sob/weakness,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2044,+ve blc,6,0.0,6.0,0.0,1.0
2045,bilateral leg edema,6,2.0,4.0,0.3333333333333333,0.6666666666666666
2046,abd pressure,6,4.0,2.0,0.6666666666666666,0.3333333333333333
2047,l sided tingling,6,6.0,0.0,1.0,0.0
2048,clogged j tube,6,6.0,0.0,1.0,0.0
2049,chin pain,6,6.0,0.0,1.0,0.0
2050,l arm fx,6,5.0,1.0,0.8333333333333334,0.16666666666666666
2051,copd,6,2.0,4.0,0.3333333333333333,0.6666666666666666
2052,sp fall,6,4.0,2.0,0.6666666666666666,0.3333333333333333
2053,chest pain/abd pain,6,4.0,2.0,0.6666666666666666,0.3333333333333333
2054,eyelid swelling,6,6.0,0.0,1.0,0.0
2055,heart fluttering,6,4.0,2.0,0.6666666666666666,0.3333333333333333
2056,decreased hearing,6,6.0,0.0,1.0,0.0
2057,mvc rollover,6,4.0,2.0,0.6666666666666666,0.3333333333333333
2058,gangrene,6,0.0,6.0,0.0,1.0
2059,wrist lac,6,6.0,0.0,1.0,0.0
2060,right thumb lac,6,6.0,0.0,1.0,0.0
2061,new onset afib,6,2.0,4.0,0.3333333333333333,0.6666666666666666
2062,abd pain with diarhea,6,3.0,3.0,0.5,0.5
2063,foot fracture,6,2.0,4.0,0.3333333333333333,0.6666666666666666
2064,lac to hand,6,6.0,0.0,1.0,0.0
2065,cp resolved,6,3.0,3.0,0.5,0.5
2066,fistula,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2067,gallstone,6,0.0,6.0,0.0,1.0
2068,elev wbc,6,0.0,6.0,0.0,1.0
2069,sorethroat,6,6.0,0.0,1.0,0.0
2070,neck/shoulder pain,6,5.0,1.0,0.8333333333333334,0.16666666666666666
2071,g-tube dislodged,6,6.0,0.0,1.0,0.0
2072,headache/neck pain,6,6.0,0.0,1.0,0.0
2073,chest/back pain,6,5.0,1.0,0.8333333333333334,0.16666666666666666
2074,gi bleeding,6,0.0,6.0,0.0,1.0
2075,blocked catheter,6,5.0,1.0,0.8333333333333334,0.16666666666666666
2076,s/p unresponsiveness,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2077,r eye irritation,6,6.0,0.0,1.0,0.0
